amount,claim_type,days_since_policy_start,has_witnesses,prior_claims_count,description,is_fraud
317.72,PROPERTY,1175,1,1,Hailstorm on March 12 caused dents on the hood and cracked the windshield.,0
628.76,AUTO,35,0,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at City General.",0
2485.82,PROPERTY,633,1,3,Lightning strike damaged HVAC unit on March 12; technician assessment attached.,0
1575.17,AUTO,52,0,1,"Cash and gold coins stolen from home safe, exact amounts approximate.",0
1948.72,PROPERTY,1163,1,1,Tree branch fell during the storm on June 24 and dented the roof above the garage.,0
5111.53,HEALTH,1484,1,0,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
551.52,HEALTH,485,1,2,Rear-end collision at the intersection of 5th Ave and Birch St; minor whiplash and bumper damage.,0
1427.7,HEALTH,471,0,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
2183.56,AUTO,847,0,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
894.12,HEALTH,753,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
7566.43,PROPERTY,573,1,0,"Deer collision on the highway near exit 33; airbag deployed, vehicle towed.",0
4485.42,PROPERTY,549,0,1,"Property damage but no witnesses, claim is for full replacement value.",0
2416.64,AUTO,282,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-84791.",0
10875.11,HEALTH,376,0,1,"Broken items, unwitnessed accident at home.",1
403.87,PROPERTY,878,1,0,Backyard fence damaged by neighbour's tree falling during high winds on April 3.,0
1794.13,PROPERTY,1101,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
2607.99,HEALTH,1126,1,0,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
724.47,AUTO,775,1,0,"Deer collision on the highway near exit 83; airbag deployed, vehicle towed.",0
2442.35,PROPERTY,1129,1,1,"Stolen valuables, all cash, no inventory list.",1
597.9,AUTO,888,1,3,"Deer collision on the highway near exit 168; airbag deployed, vehicle towed.",0
3606.73,AUTO,535,1,2,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
5207.39,PROPERTY,530,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on July 5.,0
2374.0,AUTO,778,1,2,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on March 12.,0
283.5,PROPERTY,462,0,1,"Deer collision on the highway near exit 91; airbag deployed, vehicle towed.",0
687.6,AUTO,1145,1,1,Lightning strike damaged HVAC unit on June 24; technician assessment attached.,0
3180.23,PROPERTY,278,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on April 3.,0
1846.78,LIFE,82,0,0,"Deer collision on the highway near exit 38; airbag deployed, vehicle towed.",0
122.24,LIFE,737,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-85251.",0
6265.6,PROPERTY,108,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2072.8,PROPERTY,288,0,0,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
797.06,AUTO,564,1,0,Backyard fence damaged by neighbour's tree falling during high winds on August 11.,0
4890.04,LIFE,7,1,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
918.24,PROPERTY,335,0,1,Backyard fence damaged by neighbour's tree falling during high winds on April 3.,0
908.28,HEALTH,817,0,1,"Deer collision on the highway near exit 156; airbag deployed, vehicle towed.",0
2587.25,HEALTH,562,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
10732.57,AUTO,1344,0,1,"Lost expensive jewellery, no receipt, not sure when.",1
9169.03,HEALTH,141,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on March 12.,0
2590.77,PROPERTY,1079,1,1,"Deer collision on the highway near exit 168; airbag deployed, vehicle towed.",0
2870.91,HEALTH,888,1,0,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
3989.81,HEALTH,966,0,1,"Total loss, no documentation available.",0
514.41,HEALTH,1007,1,0,"Deer collision on the highway near exit 34; airbag deployed, vehicle towed.",0
3443.17,AUTO,79,0,0,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
867.77,LIFE,1187,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on August 11.,0
2486.12,AUTO,497,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
1440.19,AUTO,976,1,1,"Deer collision on the highway near exit 86; airbag deployed, vehicle towed.",0
2984.56,AUTO,441,1,1,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
2034.7,PROPERTY,595,0,1,Rear-end collision at the intersection of Elm Blvd and Maple Ave; minor whiplash and bumper damage.,0
83.68,PROPERTY,1050,1,0,Tree branch fell during the storm on May 18 and dented the roof above the garage.,0
2162.22,AUTO,1402,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
3436.31,AUTO,1317,0,1,"Minor parking lot collision at Walmart; both drivers exchanged details, insurance info noted.",0
2824.05,HEALTH,1089,1,0,Rear-end collision at the intersection of Oak Ave and Maple Ave; minor whiplash and bumper damage.,0
1631.76,AUTO,808,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on June 24.,0
9340.94,PROPERTY,791,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
2468.52,AUTO,1448,0,0,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
2800.84,HEALTH,311,0,1,Lightning strike damaged HVAC unit on July 5; technician assessment attached.,0
5138.37,AUTO,1431,1,2,Backyard fence damaged by neighbour's tree falling during high winds on August 11.,0
2598.25,HEALTH,973,1,2,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
736.55,HEALTH,924,0,1,"Damage occurred while alone, nobody saw, no police report.",1
157.85,AUTO,887,0,1,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1122.01,AUTO,1218,1,2,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
3869.75,AUTO,1025,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1270.17,AUTO,143,0,2,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
4028.62,LIFE,1171,1,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
2097.98,AUTO,1093,0,0,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
6555.54,AUTO,1372,0,2,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
1345.85,AUTO,1404,1,0,Backyard fence damaged by neighbour's tree falling during high winds on March 12.,0
2885.97,PROPERTY,1423,1,0,"Items stolen, no witnesses, cash and electronics gone.",1
2998.55,PROPERTY,65,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
8116.07,PROPERTY,945,1,0,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
328.11,HEALTH,1401,1,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
1143.21,PROPERTY,1448,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-85809.",0
4223.91,HEALTH,824,1,0,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
8483.65,PROPERTY,1367,1,1,"House contents destroyed, fire of unknown origin, no smoke alarm activated.",0
2298.64,PROPERTY,1320,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1349.24,AUTO,4,0,0,"Vehicle stolen, no GPS data, no security footage available.",1
3854.97,HEALTH,1327,1,0,Rear-end collision at the intersection of Elm Blvd and Maple Ave; minor whiplash and bumper damage.,0
4310.04,AUTO,956,0,0,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
1261.86,AUTO,861,1,1,"Minor parking lot collision at Target; both drivers exchanged details, insurance info noted.",0
2515.7,PROPERTY,268,0,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
5887.15,AUTO,1378,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
11973.59,PROPERTY,443,1,0,Front-end collision when the other driver ran a red light at Elm Blvd; police report filed.,0
3799.42,LIFE,627,0,0,Rear-end collision at the intersection of Oak Ave and Cedar Lane; minor whiplash and bumper damage.,0
1889.63,HEALTH,446,0,1,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
1712.87,AUTO,1454,0,0,"Deer collision on the highway near exit 64; airbag deployed, vehicle towed.",0
3157.06,HEALTH,725,1,2,Lightning strike damaged HVAC unit on August 11; technician assessment attached.,0
1610.54,PROPERTY,171,0,0,"Vehicle stolen, no GPS data, no security footage available.",1
2185.59,AUTO,17,1,1,Car was damaged.,1
627.74,AUTO,1470,1,2,Hailstorm on July 5 caused dents on the hood and cracked the windshield.,0
6614.75,HEALTH,354,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
578.14,PROPERTY,1156,1,1,Front-end collision when the other driver ran a red light at Elm Blvd; police report filed.,0
1173.67,AUTO,44,0,0,Tree branch fell during the storm on July 5 and dented the roof above the garage.,0
1993.39,AUTO,1345,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-79628.",0
13239.86,LIFE,976,1,0,Front-end collision when the other driver ran a red light at 5th Ave; police report filed.,0
1184.79,AUTO,337,1,1,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
928.88,AUTO,1334,1,0,Car was damaged.,0
1042.3,HEALTH,447,0,0,Front-end collision when the other driver ran a red light at Main St; police report filed.,0
9498.58,AUTO,1496,1,1,"Items missing after recent move, exact value uncertain.",1
108.6,AUTO,899,1,1,Tree branch fell during the storm on July 5 and dented the roof above the garage.,0
663.32,HEALTH,673,0,0,Hailstorm on July 5 caused dents on the hood and cracked the windshield.,0
27758.26,HEALTH,88,0,1,Front-end collision when the other driver ran a red light at Elm Blvd; police report filed.,0
3264.57,HEALTH,390,0,0,Lightning strike damaged HVAC unit on July 5; technician assessment attached.,0
598.25,AUTO,88,1,0,Tree branch fell during the storm on March 12 and dented the roof above the garage.,0
1733.82,HEALTH,1279,0,0,"Deer collision on the highway near exit 120; airbag deployed, vehicle towed.",0
1934.21,HEALTH,151,1,0,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
4213.82,PROPERTY,170,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-56888.",0
11378.74,PROPERTY,187,0,1,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
2666.58,HEALTH,1461,0,0,"Damage occurred while alone, nobody saw, no police report.",1
1053.86,PROPERTY,1455,0,1,Front-end collision when the other driver ran a red light at Main St; police report filed.,0
3972.24,PROPERTY,1072,0,0,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
899.42,AUTO,111,1,1,Rear-end collision at the intersection of Elm Blvd and Maple Ave; minor whiplash and bumper damage.,0
643.33,LIFE,756,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
311.09,PROPERTY,1422,1,0,Front-end collision when the other driver ran a red light at 5th Ave; police report filed.,0
377.99,AUTO,145,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
737.71,AUTO,1190,0,0,Tree branch fell during the storm on May 18 and dented the roof above the garage.,0
556.8,HEALTH,28,1,0,Tree branch fell during the storm on June 24 and dented the roof above the garage.,0
2473.12,HEALTH,1206,1,0,"Damage occurred while alone, nobody saw, no police report.",1
544.9,PROPERTY,817,1,2,"Vehicle disappeared from parking lot, no security camera footage.",1
77.97,HEALTH,1331,0,1,Lightning strike damaged HVAC unit on June 24; technician assessment attached.,0
636.57,AUTO,621,0,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",1
1127.93,AUTO,1178,1,0,Rear-end collision at the intersection of Main St and Walnut Rd; minor whiplash and bumper damage.,0
986.88,PROPERTY,1264,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on August 11.,0
8262.85,AUTO,488,0,0,"Bicycle accident; broken collarbone, treated at Riverside Medical, X-rays and follow-up scheduled.",1
978.93,PROPERTY,963,0,0,"Minor parking lot collision at Walmart; both drivers exchanged details, insurance info noted.",0
4363.04,AUTO,691,1,0,"Bicycle accident; broken collarbone, treated at Riverside Medical, X-rays and follow-up scheduled.",0
1774.04,HEALTH,648,1,0,Rear-end collision at the intersection of Main St and Cedar Lane; minor whiplash and bumper damage.,0
1733.15,HEALTH,1199,1,0,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
784.17,AUTO,339,0,1,Rear-end collision at the intersection of Main St and Walnut Rd; minor whiplash and bumper damage.,0
1704.82,HEALTH,180,0,0,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
841.26,HEALTH,721,1,0,Backyard fence damaged by neighbour's tree falling during high winds on June 24.,0
2143.13,AUTO,1232,1,0,Hailstorm on June 24 caused dents on the hood and cracked the windshield.,0
1427.6,AUTO,245,0,1,Tree branch fell during the storm on March 12 and dented the roof above the garage.,0
703.01,PROPERTY,510,1,0,Tree branch fell during the storm on July 5 and dented the roof above the garage.,0
